Id,Property_type,RoomType,BedType,Min_Night,Max_Night,Cancel,Accomadate,Bedroom,amenities,Bed,Total_Reviews,Bathrooms,Price,Cleaning,ExtraPeople,Guests,Id_host,Location,Response,Host_neigh,Response_rate,Total_list,Vertify,Street,SubUrban,Gov_Area,Market,Country,C_Code,longitude,latitude,Avail_30,Avail_60,Avail_90,Avail_365,RScore_accur,RScore_neatness,RScore_checkin,RScore_comm,RScore_location,RScore_value,RScore_rate
26014922,Condominium,Entire home/apt,Real Bed,1,27,moderate,3,0,"TV,Cable TV,Wifi,Air conditioning,Pool,Kitchen,Elevator,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self check-in,Lockbox,Hot water,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishes and silverware,BBQ grill,Patio or balcony",2,39,1.0,115,80,20,2,92196431,"Honolulu, Hawaii, United States",within an hour,Ala Moana/Kakaako,100.0,3,"email,phone,google,reviews,kba","Honolulu, HI, United States",Oʻahu,Primary Urban Center,Oahu,United States,US,-157.83596,21.28486,17,47,77,77,10.0,10.0,10.0,10.0,10.0,10.0,99.0
26060837,Apartment,Private room,Real Bed,1,1125,flexible,1,1,"TV,Wifi,Air conditioning,Kitchen,Breakfast,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",1,3,1.0,58,0,50,1,64201847,"Istanbul, İstanbul, Turkey",within a day,Şişli,60.0,2,"email,phone,facebook","Şişli, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,28.98097,41.05279,0,0,0,262,9.0,9.0,10.0,10.0,10.0,9.0,93.0
26270602,Apartment,Entire home/apt,Real Bed,29,1125,flexible,2,0,"Wifi,Air conditioning,Elevator,Hangers,Iron,Private entrance",1,0,1.0,267,100,0,1,97240131,"Hong Kong, Hong Kong",within a few hours,Kennedy Town,98.0,229,"email,phone,jumio,offline_government_id,selfie,government_id,identity_manual","Hong Kong, Hong Kong Island, Hong Kong",Shek Tong Tsui,Central & Western,Hong Kong,Hong Kong,HK,114.13231,22.28754,29,59,89,364,Not Specified,Not Specified,Not Specified,9.688311688311689,9.601078167115903,9.305147058823529,93.09924038225925
26287233,House,Private room,Real Bed,6,15,flexible,1,1,"Wifi,Kitchen,Washer,Dryer,Essentials,Shampoo,Lock on bedroom door,Hangers,Laptop friendly workspace,Private living room,Private entrance,Hot water,Host greets you",1,3,1.0,14,20,0,1,172398001,"Senhora da Hora, Porto, Portugal",within an hour,Not Specified,100.0,2,"email,phone","Porto, Porto, Portugal",Not Specified,Paranhos,Porto,Portugal,PT,-8.60646,41.17057,0,0,0,230,9.0,9.0,10.0,10.0,9.0,7.0,93.0
26315238,Condominium,Entire home/apt,Real Bed,1,1125,moderate,4,1,"TV,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self check-in,Lockbox,Hot water,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,BBQ grill,Patio or balcony,Garden or backyard,Beach essentials,Waterfront,Beachfront",1,43,1.0,139,99,0,1,197888507,US,within an hour,Nanakuli/Maili,100.0,1,"email,phone,offline_government_id,selfie,government_id,identity_manual","Waianae, HI, United States",Nanakuli/Maili,Waianae,Oahu,United States,US,-158.17655,21.41425,4,18,29,182,10.0,10.0,10.0,10.0,9.0,10.0,100.0
26365192,Guesthouse,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,5,1,"TV,Wifi,Air conditioning,Kitchen,Free parking on premises,Free street parking,Washer,Dryer,Smoke detector,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private living room,Children’s books and toys,Pack ’n Play/travel crib,Room-darkening shades,Hot water,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Single level home,BBQ grill,Patio or balcony,Garden or backyard,Beach essentials,Long term stays allowed,Wide hallway clearance,Step-free access,Flat path to front door,Well-lit path to entrance,Step-free access,Step-free access,Other,Handheld shower head,Fixed grab bars for shower,Fixed grab bars for toilet,Shower chair",4,29,1.0,130,100,20,4,55591302,"Mākaha, Hawaii, United States",within a few hours,Waianae Coast,100.0,1,"email,phone,facebook,reviews,jumio,offline_government_id,government_id","Waianae, HI, United States",Oʻahu,Waianae,Oahu,United States,US,-158.21734,21.46995,1,4,13,185,10.0,10.0,10.0,10.0,9.0,10.0,100.0
2576604,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,1,1,"Wifi,Kitchen,Pets live on this property,Cat(s),Washer,Dryer,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self check-in,Keypad,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Beach essentials",1,230,1.0,61,45,0,1,13114254,"Kauai, Hawaii",within an hour,Kauaʻi,97.0,2,"email,phone,reviews,manual_offline,jumio,offline_government_id,government_id","Lihue, HI, United States",Kauaʻi,Lihue,Kauai,United States,US,-159.35173,21.96126,2,5,8,44,10.0,10.0,10.0,9.0,10.0,10.0,93.0
25829784,Hostel,Shared room,Real Bed,1,1125,moderate,2,1,"Wifi,Kitchen,Heating,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Laptop friendly workspace,Baby bath,Babysitter recommendations,Crib,Pack ’n Play/travel crib,Room-darkening shades,Hot water,Bed linens,Extra pillows and blankets,Refrigerator,Dishes and silverware,Cooking basics,Stove,Patio or balcony,Luggage dropoff allowed,Long term stays allowed,Paid parking on premises",2,10,1.0,105,45,0,1,159283889,"Istanbul, Istanbul, Turkey",within an hour,Not Specified,96.0,17,"email,phone,jumio,offline_government_id,selfie,government_id,identity_manual","Istanbul , İstanbul, Turkey",Cihangir,Beyoglu,Istanbul,Turkey,TR,28.98309,41.03293,30,60,90,365,9.0,8.0,10.0,9.0,10.0,9.0,88.0
25831839,Apartment,Private room,Real Bed,2,1125,flexible,2,1,"Wifi,Air conditioning,Breakfast,Elevator,Heating,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Hot water,Bed linens,Extra pillows and blankets,Pocket wifi,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Luggage dropoff allowed,Host greets you",2,6,1.0,22,15,10,1,111554365,"Barcelona, Catalonia, Spain",within an hour,Not Specified,100.0,2,"email,phone","Barcelona, Barcelona, Spain",Horta-Guinardó,Can Baró,Barcelona,Spain,ES,2.16097,41.41465,24,47,77,77,9.0,10.0,10.0,9.0,9.0,9.0,93.0
25841258,Condominium,Entire home/apt,Real Bed,1,1125,super_strict_60,6,2,"Internet,Air conditioning,Pool,Kitchen,Family/kid friendly,Washer,Dryer,Smoke detector,Essentials,Iron,Bed linens,Microwave,Coffee maker,Cooking basics",3,0,2.0,472,273,0,6,81931213,"Koloa, Hawaii, United States",within a few hours,Kauaʻi,87.0,36,"phone,facebook","Koloa/Poipu, HI, United States",Kauaʻi,Koloa-Poipu,Kauai,United States,US,-159.4472,21.87045,0,0,0,0,Not Specified,Not Specified,Not Specified,9.688311688311689,9.601078167115903,9.305147058823529,93.09924038225925
25856585,Apartment,Private room,Real Bed,29,1125,flexible,1,1,"Wifi,Air conditioning,Kitchen,Elevator,Washer,Hangers,Iron,Laptop friendly workspace",1,0,1.0,204,0,0,1,97240131,"Hong Kong, Hong Kong",within a few hours,Kennedy Town,98.0,229,"email,phone,jumio,offline_government_id,selfie,government_id,identity_manual","Hong Kong, Kowloon, Hong Kong",Sham Shui Po District,Sham Shui Po,Hong Kong,Hong Kong,HK,114.16846,22.3276,29,59,89,364,Not Specified,Not Specified,Not Specified,9.688311688311689,9.601078167115903,9.305147058823529,93.09924038225925
25887595,Apartment,Private room,Real Bed,31,150,strict_14_with_grace_period,2,1,"TV,Wifi,Kitchen,Pets allowed,Elevator,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private living room,Private entrance,High chair,Children’s books and toys,Crib,Pack ’n Play/travel crib,Hot water,Luggage dropoff allowed,Host greets you,Paid parking on premises",2,0,1.0,27,80,5,1,1237315,"Barcelona, Cataluña, Spain",within a day,Vila de Gràcia,100.0,4,"email,phone,reviews,jumio,government_id","Barcelona, Catalunya, Spain",Vila de Gràcia,la Vila de Gràcia,Barcelona,Spain,ES,2.15555,41.39634,0,7,37,100,Not Specified,Not Specified,Not Specified,9.688311688311689,9.601078167115903,9.305147058823529,93.09924038225925
25997982,Apartment,Entire home/apt,Real Bed,5,34,flexible,3,1,"TV,Wifi,Kitchen,Free parking on premises,Elevator,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Hot water,Host greets you",2,2,1.0,40,80,0,1,195406007,PT,within a few hours,Not Specified,100.0,1,"email,phone","Povoa de Varzim, Porto District, Portugal",Not Specified,"Póvoa de Varzim, Beiriz e Argivai",Porto,Portugal,PT,-8.77257,41.38792,27,57,87,177,10.0,10.0,10.0,10.0,10.0,10.0,100.0
26105391,Apartment,Entire home/apt,Real Bed,31,1125,flexible,4,2,"Wifi,Air conditioning,Kitchen,Elevator,Heating,Washer,Essentials,Hangers,Iron",2,0,1.0,100,80,0,1,196221110,ES,within a few hours,el Fort Pienc,100.0,1,"email,phone","Barcelona, Catalunya, Spain",Eixample,el Fort Pienc,Barcelona,Spain,ES,2.18089,41.39684,30,60,90,180,Not Specified,Not Specified,Not Specified,9.688311688311689,9.601078167115903,9.305147058823529,93.09924038225925
26120502,Apartment,Entire home/apt,Real Bed,2,1125,flexible,4,1,"TV,Wifi,Air conditioning,Kitchen,Heating,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Private entrance,Hot water,Bed linens,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Paid parking on premises",2,16,1.5,69,25,10,2,196344302,PT,within a few hours,Not Specified,100.0,1,phone,"Porto, Porto District, Portugal",Not Specified,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,-8.60273,41.15036,26,48,72,289,10.0,9.0,9.0,9.0,9.0,9.0,94.0
26146479,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2,0,"Wifi,Air conditioning,Kitchen,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Lock on bedroom door,Hangers,Iron,Self check-in,Lockbox,Hot water,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Patio or balcony,Step-free access,Wide clearance to bed",1,11,1.0,997,200,0,1,16323539,"Hong Kong, Hong Kong",within an hour,Sheung Wan,100.0,1,"email,phone,reviews","Hong Kong, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,114.15335,22.28533,0,4,4,4,10.0,10.0,10.0,10.0,10.0,10.0,100.0
26158096,Apartment,Private room,Real Bed,30,365,flexible,1,1,"TV,Wifi,Kitchen,Smoking allowed,Heating,Washer,First aid kit,Essentials,Lock on bedroom door,Hangers,Iron",1,0,1.0,121,200,0,1,196610873,TR,a few days or more,Not Specified,0.0,1,phone,"Beşiktaş, İstanbul, Turkey",Beşiktaş,Besiktas,Istanbul,Turkey,TR,29.01307,41.04606,30,60,90,365,Not Specified,Not Specified,Not Specified,9.688311688311689,9.601078167115903,9.305147058823529,93.09924038225925
26178812,Apartment,Private room,Real Bed,29,1125,flexible,2,0,"Wifi,Air conditioning,Kitchen,Elevator,Washer,Hangers,Laptop friendly workspace",1,0,1.0,228,200,0,1,97240131,"Hong Kong, Hong Kong",within a few hours,Kennedy Town,98.0,229,"email,phone,jumio,offline_government_id,selfie,government_id,identity_manual","Hong Kong, Hong Kong Island, Hong Kong",North Point,Eastern,Hong Kong,Hong Kong,HK,114.19977,22.29032,12,42,72,162,Not Specified,Not Specified,Not Specified,9.688311688311689,9.601078167115903,9.305147058823529,93.09924038225925
26313903,Apartment,Entire home/apt,Real Bed,60,300,flexible,1,0,"TV,Wifi,Air conditioning,Kitchen,Elevator,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",1,0,1.0,40,85,0,1,72984879,"Barcelona, Catalonia, Spain",within a few hours,El Raval,100.0,14,"email,phone,reviews,jumio,offline_government_id,selfie,government_id,work_email","Barcelona, Catalunya, Spain",Ciutat Vella,el Barri Gòtic,Barcelona,Spain,ES,2.17585,41.38406,0,0,0,272,Not Specified,Not Specified,Not Specified,9.688311688311689,9.601078167115903,9.305147058823529,93.09924038225925
26344088,Guest suite,Private room,Real Bed,2,50,flexible,2,1,"Wifi,Air conditioning,Pool,Free parking on premises,Smoking allowed,Washer,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Children’s books and toys,Window guards,Hot water,Bed linens,Ethernet connection,Patio or balcony,Garden or backyard,Luggage dropoff allowed,Long term stays allowed,Host greets you,Beachfront",1,24,1.0,675,149,149,1,67839172,"Hong Kong Island, Hong Kong",within an hour,Not Specified,100.0,1,"email,phone,jumio,offline_government_id,government_id","Hong Kong, New Territories, Hong Kong",Not Specified,Sai Kung,Hong Kong,Hong Kong,HK,114.26052,22.39018,28,56,86,86,10.0,10.0,10.0,10.0,9.0,9.0,96.0
26430039,House,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,8,4,"TV,Internet,Wifi,Kitchen,Free parking on premises,Pets allowed,Free street parking,Heating,Washer,Dryer,Smoke detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance,High chair,Hot water,Host greets you",5,6,3.0,699,500,0,6,157067539,"Whale Beach, New South Wales, Australia",within an hour,Palm Beach,100.0,6,"email,phone,offline_government_id,government_id,work_email","Whale Beach, NSW, Australia",Palm Beach,Pittwater,Sydney,Australia,AU,151.32739,-33.60676,25,48,78,327,10.0,10.0,10.0,10.0,10.0,9.0,100.0
25769873,Apartment,Entire home/apt,Real Bed,2,1125,moderate,3,1,"TV,Wifi,Kitchen,First aid kit,Fire extinguisher,Essentials,Hair dryer,Private entrance",2,14,1.0,80,25,15,2,193654119,"Matosinhos, Porto District, Portugal",within an hour,Not Specified,100.0,2,"email,phone,google,jumio,offline_government_id,selfie,government_id,identity_manual","Porto, Porto, Portugal",Not Specified,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,-8.61722,41.14244,16,42,72,342,10.0,10.0,10.0,10.0,10.0,10.0,100.0
25792524,Apartment,Entire home/apt,Real Bed,1,1125,flexible,3,1,"TV,Wifi,Kitchen,Free parking on premises,Pets allowed,Breakfast,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,Hangers,Laptop friendly workspace,Host greets you",1,13,1.0,199,20,0,1,13675903,"Montreal, Québec, Canada",within a day,Le Plateau,100.0,1,"email,phone,facebook,reviews","Montréal, Québec, Canada",Le Plateau,Le Plateau-Mont-Royal,Montreal,Canada,CA,-73.56559,45.52799,0,0,0,0,9.0,9.0,9.0,10.0,10.0,9.0,92.0
25911135,House,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,12,5,"TV,Cable TV,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance,Outlet covers,Baby bath,Hot water,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,BBQ grill,Patio or balcony,Garden or backyard,Luggage dropoff allowed,Long term stays allowed,Host greets you,Lake access",10,8,5.0,500,250,80,8,92616600,Brazil,within a day,Not Specified,75.0,1,"email,phone,facebook","Barra da Tijuca, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,-43.41899665288906,-23.003707685043466,15,38,68,330,10.0,10.0,10.0,10.0,10.0,10.0,100.0
25977832,Condominium,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,4,1,"TV,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Elevator,Washer,Dryer,Smoke detector,Essentials,Hangers,Hair dryer,Iron,Private entrance,Hot water,Long term stays allowed,Other",1,0,1.0,159,145,10,2,17519759,"Lahaina, Hawaii, United States",within an hour,Napili/Honokowai,100.0,19,"email,phone,reviews","Lahaina, HI, United States",Westside,Lahaina,Maui,United States,US,-156.68395,20.95762,1,5,17,162,Not Specified,Not Specified,Not Specified,9.688311688311689,9.601078167115903,9.305147058823529,93.09924038225925
26077593,Apartment,Entire home/apt,Real Bed,2,1125,moderate,4,1,"TV,Kitchen,Paid parking off premises,Smoking allowed,Pets allowed,Carbon monoxide detector,First aid kit,Essentials,Hair dryer,Private entrance,Microwave,Refrigerator,Dishes and silverware",2,16,1.0,50,145,0,1,184243783,PT,within an hour,Not Specified,100.0,3,"email,phone","Porto, Porto, Portugal",Not Specified,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,-8.60269,41.14802,11,31,58,322,9.0,8.0,8.0,9.0,10.0,9.0,89.0
26108786,Condominium,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,6,2,"TV,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Elevator,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self check-in,Lockbox,Private entrance",5,20,2.0,169,150,50,6,95843330,"Pueblo, Colorado, United States",within an hour,Kihei/Wailea,93.0,2,"email,phone,reviews,jumio,offline_government_id,selfie,government_id,identity_manual","Kihei, HI, United States",Kihei/Wailea,Kihei-Makena,Maui,United States,US,-156.44492,20.71271,4,6,9,93,9.0,8.0,9.0,10.0,10.0,9.0,96.0
26143851,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2,1,"TV,Internet,Wifi,Kitchen,Free street parking,Heating,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Stove,Patio or balcony,Luggage dropoff allowed,Long term stays allowed,Host greets you",1,3,1.0,89,0,0,1,3849926,"Porto, Porto District, Portugal",within an hour,Not Specified,100.0,6,"email,phone,reviews","Porto, Porto, Portugal",Not Specified,"Aldoar, Foz do Douro e Nevogilde",Porto,Portugal,PT,-8.67211,41.15087,30,60,90,347,10.0,10.0,9.0,9.0,10.0,9.0,93.0
26232410,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2,1,"TV,Cable TV,Wifi,Air conditioning,Kitchen,Paid parking off premises,Free street parking,Heating,Smoke detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Laptop friendly workspace,High chair,Pack ’n Play/travel crib,Hot water,Bed linens,Pocket wifi,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Stove,Patio or balcony,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout,Well-lit path to entrance,Host greets you",1,9,1.0,120,0,0,1,10135465,"Porto, Porto District, Portugal",within an hour,Not Specified,100.0,6,"email,phone,reviews,jumio,selfie,government_id,identity_manual","Porto, Porto, Portugal",Not Specified,Bonfim,Porto,Portugal,PT,-8.59848,41.14567,21,51,81,353,10.0,10.0,10.0,10.0,10.0,10.0,91.0
26244400,Apartment,Private room,Real Bed,1,1125,moderate,1,1,"TV,Wifi,Kitchen,Pets live on this property,Free street parking,Washer,Dryer,Smoke detector,Essentials,Shampoo,Hangers,Hot water,Microwave,Refrigerator,Cooking basics,Oven,Stove,Long term stays allowed",1,1,1.0,37,30,8,1,113419095,"Antioquia, Colombia",a few days or more,Annandale/Leichhardt,0.0,2,"email,phone,facebook,reviews,jumio,offline_government_id,selfie,government_id,identity_manual","Leichhardt, NSW, Australia",Annandale/Leichhardt,Leichhardt,Sydney,Australia,AU,151.14769,-33.8802,0,0,0,0,Not Specified,Not Specified,Not Specified,9.688311688311689,9.601078167115903,9.305147058823529,93.09924038225925
26263470,House,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1,"TV,Cable TV,Wifi,Air conditioning,Wheelchair accessible,Kitchen,Pets live on this property,Free street parking,Buzzer/wireless intercom,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Hot water,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Garden or backyard,Luggage dropoff allowed,Long term stays allowed,Host greets you",1,11,1.5,59,49,15,1,195465513,"Waipahu, Hawaii, United States",within an hour,Waipahu,100.0,3,"email,phone,jumio,offline_government_id,government_id","Waikele, HI, United States",Oʻahu,Central Oahu,Oahu,United States,US,-158.01012,21.40908,18,40,70,160,10.0,10.0,9.0,9.0,10.0,9.0,96.0
26313671,Apartment,Private room,Real Bed,1,5,flexible,2,1,"Wifi,Kitchen,Free street parking,First aid kit,Essentials,Shampoo,Hot water,Bed linens,Extra pillows and blankets,Dishes and silverware,Cooking basics,Well-lit path to entrance,Step-free access,Wide doorway,Wide clearance to bed,Accessible-height bed,Host greets you",1,15,1.0,35,5,5,1,15596380,"Barcelona, Catalonia, Spain",within a few hours,El Born,90.0,1,"email,phone,google","Barcelona, Catalunya, Spain",Sant Pere/Santa Caterina,"Sant Pere, Santa Caterina i la Ribera",Barcelona,Spain,ES,2.1818,41.38763,0,0,0,0,10.0,10.0,10.0,10.0,10.0,9.0,96.0
26419653,Condominium,Entire home/apt,Real Bed,1,1125,super_strict_60,8,3,"TV,Cable TV,Internet,Wifi,Air conditioning,Kitchen,Free parking on premises,Gym,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Iron,Bed linens",4,7,3.0,522,312,0,8,756093,"Hawaii, United States",within an hour,Kauaʻi,100.0,95,"email,phone,facebook,reviews,kba","Koloa, HI, United States",Kauaʻi,Koloa-Poipu,Kauai,United States,US,-159.45861,21.88376,8,18,45,254,10.0,10.0,10.0,10.0,10.0,10.0,100.0
26427671,Apartment,Private room,Real Bed,2,30,flexible,2,1,"TV,Wifi,Air conditioning,Kitchen,Washer,Essentials,Hangers,Iron,Laptop friendly workspace,Private living room",1,2,1.0,56,70,0,1,26150802,"Rio de Janeiro, State of Rio de Janeiro, Brazil",within a few hours,Not Specified,100.0,1,"email,phone,reviews,jumio,government_id","Tijuca, Rio de Janeiro, Brazil",Tijuca,Tijuca,Rio De Janeiro,Brazil,BR,-43.221281424364804,-22.92322135594837,0,0,0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
26463049,Apartment,Entire home/apt,Real Bed,2,27,flexible,2,1,"TV,Air conditioning,Kitchen,Smoking allowed,Elevator,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Private living room,Private entrance,Hot water,Bed linens,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Long term stays allowed,Well-lit path to entrance,Step-free access,Accessible-height bed,Step-free access,Accessible-height toilet,Host greets you",1,12,1.0,145,70,500,2,198995755,BR,within an hour,Not Specified,100.0,1,"email,phone","Copacabana, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,-43.191166017041695,-22.974201594007827,9,29,59,282,10.0,10.0,10.0,10.0,10.0,9.0,97.0
26592468,Apartment,Private room,Real Bed,5,1125,moderate,2,1,"TV,Wifi,Air conditioning,Kitchen,Pets allowed,Washer,Dryer,Smoke detector,Essentials,Hair dryer,Iron,Laptop friendly workspace,Private living room",1,0,1.0,46,15,15,1,199939219,CA,within a day,Not Specified,80.0,1,"email,phone","Montréal, QC, Canada",Hochelaga-Maisonneuve,Mercier-Hochelaga-Maisonneuve,Montreal,Canada,CA,-73.55393,45.55324,0,0,0,0,Not Specified,Not Specified,Not Specified,9.688311688311689,9.601078167115903,9.305147058823529,93.09924038225925
26664547,Apartment,Entire home/apt,Real Bed,32,365,strict_14_with_grace_period,4,3,"TV,Wifi,Kitchen,Free parking on premises,Heating,Washer,Essentials,Hair dryer,Iron,Laptop friendly workspace,Private entrance,Hot water,Bed linens,Extra pillows and blankets,Microwave,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Long term stays allowed,Wide hallway clearance,Wide doorway,Wide entryway",3,0,1.0,35,0,0,1,200443140,"Barcelona, Catalonia, Spain",within a day,El Putget i Farró,80.0,2,"email,phone,jumio,offline_government_id,selfie,government_id,identity_manual","Barcelona, Catalunya, Spain",El Putget i Farró,el Putxet i el Farró,Barcelona,Spain,ES,2.14007,41.41128,0,0,0,35,Not Specified,Not Specified,Not Specified,9.688311688311689,9.601078167115903,9.305147058823529,93.09924038225925
26475990,Apartment,Private room,Real Bed,29,1125,flexible,2,1,"Wifi,Air conditioning,Kitchen,Elevator,Washer,Hangers,Iron,Laptop friendly workspace",1,0,1.0,251,0,0,1,97240131,"Hong Kong, Hong Kong",within a few hours,Kennedy Town,98.0,229,"email,phone,jumio,offline_government_id,selfie,government_id,identity_manual","Hong Kong, Kowloon, Hong Kong",Mong Kok,Yau Tsim Mong,Hong Kong,Hong Kong,HK,114.17045,22.31935,29,59,89,179,Not Specified,Not Specified,Not Specified,9.688311688311689,9.601078167115903,9.305147058823529,93.09924038225925
26487387,Apartment,Private room,Real Bed,1,30,strict_14_with_grace_period,2,1,"TV,Wifi,Air conditioning,Doorman,Elevator,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Self check-in,Building staff,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout",2,62,1.0,479,0,0,1,188099964,"Hong Kong, Hong Kong",within an hour,Not Specified,100.0,9,"email,phone","Hong Kong, 九龍, Hong Kong",Mong Kok,Yau Tsim Mong,Hong Kong,Hong Kong,HK,114.16967,22.3219,6,20,50,221,10.0,10.0,10.0,10.0,10.0,10.0,98.0
26684891,Apartment,Entire home/apt,Real Bed,3,1125,moderate,6,3,"TV,Wifi,Kitchen,Free parking on premises,Heating,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",3,10,2.0,70,25,15,4,62663709,PT,within an hour,Not Specified,100.0,2,"email,phone,reviews,offline_government_id,selfie,government_id,identity_manual","Vila Nova de Gaia, Porto, Portugal",Not Specified,Madalena,Porto,Portugal,PT,-8.66133,41.10953,18,48,78,353,10.0,9.0,10.0,10.0,10.0,9.0,82.0
26488006,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1,"Wifi,Kitchen,Heating,Essentials,Shampoo,Hangers,Laptop friendly workspace,Private living room",1,22,1.0,36,15,0,1,199021370,"Barcelona, Catalonia, Spain",within an hour,Sant Pere/Santa Caterina,100.0,4,"email,phone,offline_government_id,selfie,government_id,identity_manual","Barcelona, Catalunya, Spain",Sant Pere/Santa Caterina,"Sant Pere, Santa Caterina i la Ribera",Barcelona,Spain,ES,2.17964,41.38919,1,9,31,301,9.0,8.0,9.0,10.0,10.0,8.0,83.0
